name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,,g_us_per_km,max_i_ka,kv_from,MVA_sp,df,parallel,type,max_loading_percent,in_service,line_id,wp_max_i_ka,,MVA_wp
 'Cork-KillinT' to  'Corkermore',,1289,1288,4.3,1.22E-01,3.56E-01,1.02E+01,0.5246,0,0.774864835,38,51,1,1,,110,TRUE,603,0.911605688,,60
   'Glenties' to  'Loughderrydu',,1291,1287,6.2,1.78E-01,2.92E-01,7.83E+01,1.1036,0,0.510499185,38,33.59999997,1,1,,110,TRUE,602,0.607737126,,40
  'Killybegs' to  'Meenachullan',,1293,1278,3.3,3.43E-01,3.67E-01,4.01E+01,1.1319,0,0.384393732,38,25.30000001,1,1,,110,TRUE,601,0.455802844,,30
    'Binbane' to  'Cloghera_ph1',,1294,69,9.2,8.49E-02,1.05E-01,3.73E+02,0.78108,0,0.522501994,20,18.10000001,1,1,,110,TRUE,600,0.519615242,,18
    'Binbane' to   'Killybegs',,1300,1293,13.7,2.20E-01,3.50E-01,1.13E+01,3.014,0,0.510499185,38,33.59999997,1,1,,110,TRUE,599,0.607737126,,40
    'Binbane' to    'Glenties',,1300,1291,7.4,2.20E-01,3.50E-01,1.19E+01,1.628,0,0.510499185,38,33.59999997,1,1,,110,TRUE,598,0.607737126,,40
    'Binbane' to     'Binbane',,1300,1277,0.001,5,10,3.18E+04,0.005,0,15.17823471,38,999.0000001,1,1,,110,TRUE,597,15.17823471,,999
    'Binbane' to     'Anarget',,1300,1114,0.001,5,10,3.18E+04,0.005,0,0.151934281,38,9.999999976,1,1,,110,TRUE,596,0.151934281,,10
      'Blake' to       'Blake',,1304,1307,0.001,5,10,3.18E+04,0.005,0,0.45884153,38,30.20000002,1,1,,110,TRUE,595,0.592543697,,39
      'Blake' to   'Edenderry',,1307,1306,12.7,3.73E-01,3.92E-01,1.04E+01,4.7371,0,0.240056165,38,15.80000003,1,1,,110,TRUE,594,0.349448847,,23
     'Cordal' to  'Cordal_ph2',,1316,68,0.4,2.20E-01,3.50E-01,5.51E+01,0.088,0,0.510499185,38,33.59999997,1,1,,110,TRUE,593,0.607737126,,40
     'Cordal' to      'Cordal',,1317,1314,9.7,9.11E-02,2.55E-01,1.27E+02,0.88367,0,0.670030181,38,44.10000001,1,1,,110,TRUE,592,0.668510838,,44
 'BALLYNAGRAN1' to  'BALLYNAGRAN2',,1322,1321,0.001,5,10,3.18E+04,0.005,0,577.2925342,10,9999.000001,1,1,,110,TRUE,591,577.2925341,,9999
   'Ballybeg' to  'BALLYNAGRAN1',,1323,1322,0.001,5,10,3.18E+04,0.005,0,577.2925342,10,9999.000001,1,1,,110,TRUE,590,577.2925341,,9999
 'Ballylickey' to  'Glanta Commo',,1329,1327,18,4.70E-02,1.10E-01,2.90E+02,0.846,0,0.670030181,38,44.10000001,1,1,,110,TRUE,589,0.668510838,,44
 'Ballylickey' to  'MilaneHill',,1329,926,10.5,3.73E-01,3.92E-01,1.05E+01,3.9165,0,0.299310534,38,19.69999998,1,1,,110,TRUE,588,0.395029132,,26
  'Baltrasna' to   'Baltrasna',,1334,1333,3.3,2.20E-01,3.50E-01,2.41E+01,0.726,0,0.411939417,20,14.27,1,1,,110,TRUE,587,0.519615242,,18
 'BOOLT 1 20' to  'LISSYWF 20',,1336,1335,2.1,2.10E-03,3.81E-03,7.88E+03,0.00441,0,3.464101615,20,120,1,1,,110,TRUE,586,3.464101615,,120
 'KILTUMPERWF' to  'CAHERMURWF 2',,1345,1347,2.75,2.20E-01,3.50E-01,0,0.605,0,0.411939417,20,14.27,1,1,,110,TRUE,585,0.519615242,,18
 'KILTUMPERWF' to  'GLENMORE 20',,1345,1343,2.55,2.20E-01,3.50E-01,0,0.561,0,0.411939417,20,14.27,1,1,,110,TRUE,584,0.519615242,,18
 'BOOLT 1 38' to  'GLENMORE 38',,1346,1344,3.31,2.20E-01,3.50E-01,1.33E+01,0.7282,0,0.510499185,38,33.59999997,1,1,,110,TRUE,583,0.607737126,,40
 'BOOLT 2 38' to  'BOOLY1WF 38',,1348,1342,6.11,2.22E-01,3.92E-01,9.35E+00,1.35642,0,0.510499185,38,33.59999997,1,1,,110,TRUE,582,0.607737126,,40
       'Athy' to        'Athy',,1357,1356,1.75,7.78E-02,0.1,3.64E+02,0.13615,0,577.2925342,10,9999.000001,1,1,,110,TRUE,581,577.2925341,,9999
 'Ballyvouskil' to  'Coomataggart',,1358,1425,31.7,2.29E-02,1.37E-01,3.20E+02,0.72593,0,1.196689649,110,228,1,1,,110,TRUE,580,1.196689649,414,228
    'Athlone' to       'Moate',,1368,1366,20.45,4.70E-02,1.10E-01,2.90E+02,0.96115,0,0.670030181,38,44.10000001,1,1,,110,TRUE,579,0.668510838,,44
    'Athlone' to      'Rooaun',,1368,1365,1,3.74E-01,3.93E-01,2.20E+01,0.374,0,0.240056165,38,15.80000003,1,1,,110,TRUE,578,0.349448847,,23
 'Connaught Re' to  'Connaught_Re',,1369,42,0.001,5,10,3.18E+04,0.005,0,28.83864595,20,999.0000001,1,1,,110,TRUE,577,28.83864595,,999
   'Athea38b' to  'ATHEA_KNOCKA',,1375,1370,1.75,2.20E-01,3.51E-01,1.26E+01,0.385,0,0.510499185,38,33.59999997,1,1,,110,TRUE,576,0.607737126,,40
   'RATHDRUM' to  'SPRINGFA 20',,1382,1386,2.5,1.93E-01,3.01E-01,9.55E+01,0.4825,0,0.411939417,20,14.27,1,1,,110,TRUE,575,0.519615242,,18
   'KILMAGIG' to  'BALLYCUMMER',,1385,1383,23.5,4.70E-02,1.10E-01,2.90E+02,1.1045,0,0.670030181,38,44.10000001,1,1,,110,TRUE,574,0.668510838,,44
   'KILMAGIG' to    'RATHDRUM',,1385,1381,12.3,3.73E-01,3.92E-01,9.35E+01,4.5879,0,0.154972967,38,10.2,1,1,,110,TRUE,573,0.319061991,,21
     'Arklow' to      'ARKLOW',,1390,1389,0.001,5,10,3.18E+04,0.005,0,151.9190879,38,9998.999998,1,1,,110,TRUE,572,151.9190879,,9999
     'Arklow' to    'RAHEENLE',,1390,1387,13,8.74E-02,2.42E-01,1.41E+02,1.1362,0,0.670030181,38,44.10000001,1,1,,110,TRUE,571,0.668510838,,44
     'Arklow' to    'KILMAGIG',,1390,1385,6,3.73E-01,3.92E-01,9.21E+00,2.238,0,0.154972967,38,10.2,1,1,,110,TRUE,570,0.319061991,,21
  'Adamstown' to   'Adamstown',,1394,1393,0.001,5,10,3.18E+04,0.005,0,577.2925342,10,9999.000001,1,1,,110,TRUE,569,577.2925341,,9999
      'Ahane' to    'Laghtane',,1396,1395,2.8,1.88E-01,2.96E-01,2.27E+02,0.5264,0,0.409918691,10,7.099999998,1,1,,110,TRUE,568,0.519615242,,9
 'Ardnacrusha' to    'Singland',,1420,1461,5.467,7.30E-02,3.78E-01,3.32E+01,0.399091,0,0.761052628,110,145.0000001,1,1,,110,TRUE,567,0.929009069,413,177
 'Ardnacrusha' to  'Ardnacrusha',,1422,1421,0.001,5,10,3.18E+04,0.005,0,1.625696811,38,107,1,1,,110,TRUE,566,1.868791661,,123
    'Wexford' to    'Wexf_cap',,1427,165,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,565,0.645582574,na,123
   'Woodland' to      'Portan',,1429,176,0.5,2.92E+00,5.776,188.6933738,1.46,0,1.040749827,380,684.9999998,1,1,,110,TRUE,564,1.040749827,na,685
   'Woodland' to    'Woodland',,1430,178,0.001,5,10,3.18E+04,0.005,0,1.556221407,220,592.9999998,1,1,,110,TRUE,563,1.556221408,na,593
   'Woodland' to       'Oriel',,1430,148,49.2,5.71E-02,4.20E-01,8.62E+00,2.80932,0,1.138954622,220,434,1,1,,110,FALSE,562,1.346275855,,513
Wexford' to Dennistown',,1427,31,0.001,122.21,242,0,0.12221,0,52.48113947,110,9999,1,1,,110,TRUE,561,52.48113947,na,9999
    'Thurles' to    'Ikerin T',,1437,752,25.675,7.63E-02,3.93E-01,9.34E+00,1.9590025,0,0.934257708,110,177.9999999,1,1,,110,TRUE,560,1.102214151,411,210
    'Thurles' to    'Thur_cap',,1437,230,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,559,0.645582574,na,123
    'Thurles' to  'Thurles Stat',,1437,228,0.001,5,10,3.18E+04,0.005,0,1.144203261,110,218,1,1,,110,TRUE,558,1.217684204,na,232
     'Tralee' to    'Outagh T',,1439,485,11.3,7.60E-02,3.94E-01,9.34E+00,0.8588,0,0.934257708,110,177.9999999,1,1,,110,TRUE,557,1.102214151,410,210
     'Tralee' to    'Tral_cap',,1439,251,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,556,0.645582574,na,123
    'CAUTEEN' to   'Tipperary',,1440,1432,13.15,7.64E-02,3.94E-01,9.42E+00,1.00466,0,0.934257708,110,177.9999999,1,1,,110,TRUE,555,1.102214151,409,210
    'Cauteen' to     'CAUTEEN' 2,,1441,1440,21,4.70E-02,1.10E-01,289.4739254,0.987,0,5.243390172,110,999,1,1,,110,TRUE,554,5.243390172,408,999
    'Cauteen' to   'Killonan2',,1441,707,29.236,7.62E-02,3.93E-01,9.26E+00,2.2277832,0,0.934257708,110,177.9999999,1,1,,110,FALSE,553,1.102214151,407,210
      'Trien' to       'Trien' 2,,1442,301,19,4.70E-02,1.10E-01,290.1664487,0.893,0,8.277103405,110,1577,1,1,,110,TRUE,552,9.79920866,406,1867
      'Trien' to    'Trie_cap',,1442,289,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,551,0.645582574,na,123
 'Tullabrack' to    'Tulbrk T',,1447,315,2.9,1.92E-01,4.17E-01,9.09E+00,0.5568,0,0.551107075,110,105,1,1,,110,TRUE,550,0.645582574,405,123
 'Croaghnagawn' to  'Carrickalang',,1450,327,7,2.94E-02,1.47E-01,2.90E+02,0.2058,0,0.734809434,110,140.0000001,1,1,,110,TRUE,549,0.734809433,404,140
 'Croaghnagawn' to  'Carrickaduff',,1450,326,5.5,2.86E-02,1.47E-01,2.90E+02,0.1573,0,0.734809434,110,140.0000001,1,1,,110,TRUE,548,0.734809433,403,140
 'Tievebrack' to  'Mully Graffy',,1451,47,6.1,8.73E-02,1.81E-01,2.64E+02,0.53253,0,0.734809434,110,140.0000001,1,1,,110,TRUE,547,0.734809433,402,140
 'Shantallow' to    'Somrst T',,1454,358,45.45,1.88E-01,4.16E-01,8.43E+00,8.5446,0,0.551107075,110,105,1,1,,110,TRUE,546,0.645582574,401,123
    'Tarbert' to     'Tarbert',,1456,339,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,545,5.243390172,na,999
    'Tarbert' to     'Tarbert' 2,,1457,1455,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,544,2.621695086,na,999
 'Shellybanks' to  'ShellybanksB',,1459,1446,0.001,5,10,3.18E+04,0.005,0,4.138551702,220,1577,1,1,,110,TRUE,543,4.89960433,na,1867
  'Stratford' to    'Stratf T',,1463,344,2,1.94E-01,4.17E-01,9.17E+00,0.388,0,0.236188746,110,44.99999991,1,1,,110,TRUE,542,0.645582574,400,123
 'Shellybanks' to  'ShellybanksB' 2,,1468,1446,0.001,5,10,3.18E+04,0.005,0,4.138551702,220,1577,1,1,,110,TRUE,541,4.89960433,na,1867
   'Somerset' to    'Somrst T',,1469,358,2,1.94E-01,4.17E-01,9.17E+00,0.388,0,0.551107075,110,105,1,1,,110,TRUE,540,0.645582574,399,123
 'Sorne Hill' to    'Trillick',,1470,1433,4.4,1.90E-01,4.18E-01,9.01E+00,0.836,0,0.551107075,110,105,1,1,,110,TRUE,539,0.645582574,398,123
      'Sligo' to   'Srananagh' 2,,1471,1466,12,1.89E-01,4.16E-01,8.51E+00,2.268,0,0.519615242,110,98.99999995,1,1,,110,TRUE,538,0.645582574,396,123
      'Sligo' to   'Srananagh',,1471,1466,11.1,1.89E-01,4.16E-01,8.51E+00,2.0979,0,0.519615242,110,98.99999995,1,1,,110,TRUE,537,0.645582574,396,123
      'Sligo' to    'Slig_cap',,1471,381,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,536,0.645582574,na,123
   'Shankill' to     'SKL_CAP',,1472,390,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,535,52.48113947,na,9999
   'Shankill' to     'SKL_CAP' 2,,1472,390,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,534,0.645582574,na,123
 'Shannonbridg' to  'Shannonbridg',,1475,1474,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,533,2.621695086,na,999
 'Shannonbridg' to    'Dallow T',,1476,907,12,7.56E-02,3.91E-01,1.51E+01,0.9072,0,0.934257708,110,177.9999999,1,1,,110,TRUE,532,1.102214151,395,210
 'Shannonbridg' to    'Ikerin T',,1476,752,53.94,7.60E-02,3.93E-01,9.26E+00,4.09944,0,0.934257708,110,177.9999999,1,1,,110,FALSE,531,1.102214151,,210
 'Shannonbridg' to    'Somrst T',,1476,358,13.801,1.86E-01,4.10E-01,1.18E+01,2.566986,0,0.551107075,110,105,1,1,,110,TRUE,530,0.645582574,393,123
 'Shannonbridg' to    'Timoney',,1476,25,52.44,7.60E-02,3.93E-01,9.26E+00,3.98544,0,0.934257708,110,177.9999999,1,1,,110,TRUE,529,1.102214151,392,210
 'Shannonbridg' to Derrylahan,,1476,23,0.001,122.21,242,0,0.12221,0,5.243390172,110,999,1,1,,110,TRUE,528,5.243390172,na,999
  'Ratrussan' to    'Shankill',,1479,1472,12.673,1.88E-01,4.16E-01,8.76E+00,2.382524,0,0.498620687,110,94.99999999,1,1,,110,TRUE,527,0.587847547,391,112
   'Rinawade' to    'Dunfir_T',,1481,878,25.9,9.44E-02,3.97E-01,9.17E+00,2.44496,0,0.519615242,110,98.99999995,1,1,,110,FALSE,526,0.635085296,390,121
   'RaffeenB' to  'Ringaskiddy',,1482,1480,2.1,1.90E-01,4.21E-01,8.76E+00,0.399,0,0.330664245,110,62.99999998,1,1,,110,TRUE,525,0.482874771,389,92
   'RaffeenB' to      'Trabeg',,1482,1452,9.5,7.64E-02,3.90E-01,1.30E+01,0.7258,0,0.934257708,110,177.9999999,1,1,,110,TRUE,524,1.096965512,388,209
   'RaffeenB' to    'Raff_cap',,1482,418,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,523,0.645582574,na,123
    'Raffeen' to    'RaffeenB',,1484,1482,0.001,5,10,3.18E+04,0.005,0,0.713814878,110,135.9999999,1,1,,110,TRUE,522,0.834533571,na,159
    'Raffeen' to      'Trabeg',,1484,1452,11.038,1.80E-01,4.10E-01,1.15E+01,1.98684,0,1.023484568,110,195,1,1,,110,TRUE,521,1.154700538,387,220
   'Richmond' to    'Richmond',,1486,1485,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,520,5.243390172,na,999
   'Ringsend' to   'Whitebank',,1489,1424,0.615,1.99E-01,3.93E-01,881.4222282,0.122385,0,0.656079851,110,124.9999999,1,1,,110,TRUE,519,0.740058073,na,141
   'Prospect' to     'Tarbert',,1491,1455,10.159,5.72E-02,3.43E-01,1.12E+02,0.5810948,0,1.225557162,220,466.9999999,1,1,,110,TRUE,518,1.495862061,386,570
     'Platin' to   'Gallanstown',,1493,1622,25.95,1.09E-01,5.61E-01,1.32E+01,2.82855,0,0.934257708,110,177.9999999,1,1,,110,TRUE,517,1.102214151,385,210
     'Platin' to   'Oldbridge',,1493,1487,2.955,7.45E-02,3.82E-01,1.05E+01,0.2201475,0,0.934257708,110,177.9999999,1,1,,110,TRUE,516,1.102214151,384,210
 'Poolbeg Sout' to    'Ckmn_PST',,1496,1095,14.5,4.01E-02,1.64E-01,262.6117919,0.58145,0,0.700693281,220,266.9999999,1,1,,110,TRUE,515,1.495862061,383,570
 'Poolbeg Sout' to  'Pbeg Reactor',,1496,465,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,514,2.621695086,na,999
    'Poolbeg' to    'Ringsend',,1497,1489,1.4,8.73E-02,1.73E-01,870.0007309,0.12222,0,1.41188384,110,269,1,1,,110,TRUE,513,1.41188384,381,269
 'Poolbeg Nort' to  'Poolbeg Sout',,1498,1496,1,4.89E-01,17.7144,0,0.489,0,1.180943732,220,449.9999998,1,1,,110,TRUE,512,1.180943733,na,450
 'Poolbeg Nort' to  'Shellybanks',,1498,1468,0.12,4.07E+00,8.07E+00,1.81E+02,0.4884,0,1.556221407,220,592.9999998,1,1,,110,TRUE,511,1.556221408,na,593
 'Poolbeg Nort' to  'Pbeg Reactor',,1498,466,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,510,2.621695086,na,999
    'Poolbeg' to    'Ringsend' 2,,1499,1489,1.4,8.73E-02,1.73E-01,870.0007309,0.12222,0,1.41188384,110,269,1,1,,110,TRUE,509,1.41188384,381,269
 'Pollahoney' to  'Shelton Abbe',,1500,1477,0.375,3.26E-01,6.45E-01,1.40E+01,0.12225,0,0.934257708,110,177.9999999,1,1,,110,TRUE,508,1.102214151,na,210
 'Pollaphuca' to    'Stratf T',,1501,344,22.4,1.89E-01,4.16E-01,8.43E+00,4.2336,0,0.356907439,110,67.99999997,1,1,,110,TRUE,507,0.645582574,380,123
  'Oldstreet' to    'Woodland',,1503,1429,126,0.027504762,0.09168254,11.03756523,3.465600012,0,1.514784785,380,996.9999999,1,1,,110,FALSE,506,2.95360243,,1944
  'Oldstreet' to      'Tynagh',,1504,1453,10.04,5.78E-02,4.10E-01,8.97E+00,0.580312,0,1.138954622,220,434,1,1,,110,TRUE,505,1.346275855,378,513
  'Oughtragh' to    'Outagh T',,1506,485,11,1.88E-01,4.17E-01,8.60E+00,2.068,0,0.551107075,110,105,1,1,,110,TRUE,504,0.645582574,377,123
 'North Wall' to  'Poolbeg Nort',,1511,1498,4.5,1.09E-01,2.15E-01,381.7379256,0.4905,0,0.871274043,220,332.0000002,1,1,,110,TRUE,503,0.871274042,376,332
Balruntagh to Navan,,1512,13,11,7.61E-02,3.93E-01,9.26E+00,0.8371,0,0.934257708,110,177.9999999,1,1,,110,TRUE,502,1.102214151,375,210
      'Navan' to  'mob_cap',,1512,508,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,501,52.48113947,na,9999
 'North Quays' to    'Ringsend',,1513,1489,2.1,5.82E-02,1.15E-01,4.71E+02,0.12222,0,0.624588018,110,118.9999999,1,1,,110,TRUE,500,0.624588019,374,119
  'Newbridge' to     'Blake T',,1514,1305,12.2,7.60E-02,3.93E-01,9.26E+00,0.9272,0,0.934257708,110,177.9999999,1,1,,110,TRUE,499,1.102214151,373,210
   'Bancroft' to   'Cookstown',,1515,1702,15.1,1.09E-01,3.61E-01,4.74E+01,1.6459,0,0.682323045,110,129.9999999,1,1,,110,TRUE,498,0.682323046,372,130
   'Bancroft' to  'CKM_Country',,1515,1097,3.1,8.59E-02,1.83E-01,2.64E+02,0.26629,0,0.734809434,110,140.0000001,1,1,,110,TRUE,497,0.734809433,371,140
        'Moy' to  'Tawnaghmore',,1521,1444,8.39,1.87E-01,4.04E-01,1.13E+01,1.56893,0,0.356907439,110,67.99999997,1,1,,110,TRUE,496,0.645582574,370,123
        'Moy' to      'TAWN_B',,1521,1443,8.3,1.82E-01,4.17E-01,1.19E+01,1.5106,0,0.356907439,110,67.99999997,1,1,,110,TRUE,495,0.635085296,369,121
        'Moy' to      'Tonroe',,1521,1434,58,7.61E-02,3.93E-01,9.34E+00,4.4138,0,0.934257708,110,177.9999999,1,1,,110,TRUE,494,1.102214151,368,210
        'Moy' to     'Moy_cap',,1521,548,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,493,0.645582574,na,123
        'Moy' to     'Moycap2',,1521,547,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,492,5.243390172,na,999
  'Mullingar' to     'MUL_CAP',,1523,555,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,491,5.243390172,na,999
     'Marina' to      'Trabeg',,1526,1452,2.8,5.16E-02,8.64E-02,2.90E+02,0.14448,0,0.934257708,110,177.9999999,1,1,,110,TRUE,490,1.1494519,366,219
     'Marina' to      'Trabeg' 2,,1526,1452,3.25,5.16E-02,7.45E-02,2.90E+02,0.1677,0,0.934257708,110,177.9999999,1,1,,110,TRUE,489,1.1494519,366,219
     'Marina' to      'Marina',,1526,563,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,488,5.243390172,na,999
     'Marina' to      'Marina' 2,,1526,562,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,487,1.102214151,na,210
     'MNYPG3' to      'MNYPG2',,1528,1527,0.001,5,10,3.18E+04,0.005,0,15.19190879,380,9998.999998,1,1,,110,TRUE,486,15.19190879,na,9999
 'Moneypoint' to    'Prospect',,1529,1491,12.7,5.64E-02,4.11E-01,8.97E+00,0.71628,0,1.409259521,220,537.0000001,1,1,,110,TRUE,485,1.739923766,365,663
 'Moneypoint' to    'Tulbrk T',,1530,315,7.287,7.64E-02,3.94E-01,9.42E+00,0.5567268,0,0.934257708,110,177.9999999,1,1,,110,TRUE,484,1.102214151,364,210
     'Mnyp B' to  'Moneypoint',,1531,1529,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,483,2.621695086,na,999
     'MNYPG1' to      'MNYPG3',,1532,1528,0.001,5,10,3.18E+04,0.005,0,15.19190879,380,9998.999998,1,1,,110,TRUE,482,15.19190879,na,9999
     'MNYPG1' to      'MNYPG2',,1532,1527,0.001,5,10,3.18E+04,0.005,0,15.19190879,380,9998.999998,1,1,,110,TRUE,481,15.19190879,na,9999
     'MNYPG1' to   'Oldstreet',,1532,1503,104.145,5.08E-02,3.69E-01,1.03E+01,5.290566,0,1.514784785,380,996.9999999,1,1,,110,TRUE,480,2.209124451,363,1454
   'Moneteen' to   'Mungret A',,1533,1525,0.7,1.90E-01,4.32E-01,1.12E+01,0.133,0,0.236188746,110,44.99999991,1,1,,110,TRUE,479,0.645582574,na,123
   'Moneteen' to   'Mungret B',,1533,1524,0.7,1.90E-01,4.15E-01,7.51E+00,0.133,0,0.236188746,110,44.99999991,1,1,,110,TRUE,478,0.645582574,na,123
   'Milltown' to       'Taney',,1536,1458,5.548,6.32E-02,1.22E-01,3.33E+02,0.3506336,0,0.524863881,110,99.99999998,1,1,,110,TRUE,477,0.524863881,362,100
   'Milltown' to    'Milltown',,1537,1536,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,476,0.645582574,na,123
   'Milltown' to    'Ringsend' 2,,1537,1489,5.55,6.32E-02,1.35E-01,1.60E+02,0.35076,0,0.629836657,110,119.9999999,1,1,,110,TRUE,475,0.629836658,360,120
   'Milltown' to    'Ringsend',,1537,1489,4.9,6.42E-02,1.16E-01,4.01E+02,0.31458,0,0.524863881,110,99.99999998,1,1,,110,TRUE,474,0.524863881,360,100
 'Maynooth A' to  'Shannonbridg',,1538,1474,105.6,7.75E-02,4.29E-01,8.82E+00,8.184,0,0.70594192,220,269,1,1,,110,FALSE,473,0.929009069,,354
 'Maynooth B' to    'Ryebrook',,1539,1490,9.01,1.24E-01,4.07E-01,1.52E+01,1.11724,0,0.934257708,110,177.9999999,1,1,,110,TRUE,472,1.1494519,358,219
 'Maynooth B' to    'Rinawade',,1539,1481,7.1,1.40E-01,4.07E-01,8.93E+00,0.994,0,0.419891105,110,80.00000003,1,1,,110,TRUE,471,0.540609797,357,103
 'Maynooth B' to     'Blake T',,1539,1305,30.9,7.60E-02,3.93E-01,9.26E+00,2.3484,0,0.934257708,110,177.9999999,1,1,,110,TRUE,470,1.102214151,356,210
 'Maynooth B' to  'Maynooth A',,1540,1538,0.001,5,10,3.18E+04,0.005,0,1.138954622,220,434,1,1,,110,TRUE,469,1.346275855,na,513
 'Maynooth B' to  'Turlough Hil',,1540,1449,53.1,5.29E-02,4.03E-01,2.27E+01,2.80899,0,0.852903807,220,325.0000001,1,1,,110,TRUE,468,0.921136111,355,351
 'Maynooth A' to  'Maynooth B',,1541,1539,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,467,0.645582574,na,123
 'Maynooth A' to     'Timahoe',,1541,1448,18.71,7.60E-02,3.93E-01,9.26E+00,1.42196,0,0.934257708,110,177.9999999,1,1,,110,TRUE,466,1.102214151,354,210
 'Maynooth A' to    'Grfrat T',,1541,824,2.2,0.121,3.80E-01,2.27E+01,0.2662,0,0.519615242,110,98.99999995,1,1,,110,TRUE,465,0.629836657,353,120
Midleton to Lysaghtstown,,1543,29,3.13,1.93E-01,4.25E-01,2.52E+01,0.60409,0,0.551107075,110,105,1,1,,110,TRUE,464,0.645582574,352,123
  'McDermott' to  'North Quays',,1544,1513,2,6.11E-02,0.121,4.71E+02,0.1222,0,0.624588018,110,118.9999999,1,1,,110,TRUE,463,0.624588019,351,119
  'McDermott' to  'Wolfe Tone',,1544,1426,1.4,8.73E-02,1.73E-01,1.62E+02,0.12222,0,0.629836657,110,119.9999999,1,1,,110,TRUE,462,0.687571684,350,131
 'Misery Hill' to    'Ringsend',,1546,1489,3,8.87E-02,1.82E-01,2.64E+02,0.2661,0,0.734809434,110,140.0000001,1,1,,110,TRUE,461,0.734809433,349,140
 'Misery Hill' to     'Trinity',,1546,1445,1.4,8.73E-02,1.82E-01,2.65E+02,0.12222,0,0.734809434,110,140.0000001,1,1,,110,TRUE,460,0.734809433,348,140
 'Aungierstown' to     'Kishoge',,1547,1588,1.7,7.19E-02,1.42E-01,2.91E+02,0.12223,0,0.981495458,110,187.0000001,1,1,,110,TRUE,459,1.170446455,347,223
 'Aungierstown' to  'Castlebagot',,1547,1569,0.2,6.11E-01,1.21,2.89E+02,0.1222,0,0.981495458,110,187.0000001,1,1,,110,TRUE,458,1.170446455,na,223
  'Barnakyle' to  'Kilcarbery',,1549,1592,0.75,1.63E-01,3.23E-01,2.91E+02,0.12225,0,0.981495458,110,187.0000001,1,1,,110,TRUE,457,1.170446455,na,223
  'Barnakyle' to  'Castlebagot',,1549,1569,0.6,2.04E-01,4.03E-01,4.83E+02,0.1224,0,0.981495458,110,187.0000001,1,1,,110,TRUE,456,1.170446455,na,223
  'Lodgewood' to       'Crory',,1551,624,1,0.48884,0.968,272.931228,0.48884,0,5.243390172,110,999,1,1,,110,TRUE,455,5.243390172,na,999
  'Cureeny T' to      'Nenagh',,1552,1510,18.83,1.88E-01,4.16E-01,8.51E+00,3.54004,0,0.551107075,110,105,1,1,,110,TRUE,454,0.645582574,346,123
  'Cureeny T' to   'BUNKIMALT',,1552,152,17.3,2.73E-02,1.32E-01,2.92E+02,0.47229,0,0.997241374,110,190,1,1,,110,TRUE,453,0.997241374,345,190
    'Lisheen' to     'Thurles',,1553,1437,10.4,1.88E-01,4.17E-01,8.60E+00,1.9552,0,0.545858436,110,103.9999999,1,1,,110,TRUE,452,0.640333935,344,122
    'Lisheen' to     'Lisheen',,1553,631,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,451,5.243390172,na,999
 'Liberty St' to      'Marina' 2,,1554,563,2.74,6.62E-02,1.37E-01,1.60E+02,0.181388,0,0.519615242,110,98.99999995,1,1,,110,TRUE,450,0.624588018,342,119
